project_name,date,edition,score,comment,category,year,month,scoreType
Система Госфинансы,2025-12-25 10:14:51,Госфинансы ,10,Все доступно и понятно,Другое,2025,12,promoter
Узбекистан Система Главбух,2025-06-03 08:20:45,УЗ Главбух,10,"Хамма керакли тушунтиришларни олса булади, юклаш осон.",Другое,2025,6,promoter
Казахстан Система Охрана Труда,2025-06-03 08:20:40,КЗ Охрана труда опт,10,"рекомендую. удобно практично , компетентно",Платформа/Удобство,2025,6,promoter
А360,2025-12-25 10:53:07,КСС БУ А360,10,"Удобный сайт, все доступно.",Платформа/Удобство,2025,12,promoter
Казахстан Система Медицина,2025-06-03 06:51:27,КЗ Медицина ВИП,9,"Доброе утро! очень необходимо в работе, выручает по многим интересующим вопросам касательно работы, но  иногда бывает, что не можешь найти нужную информацию! Благодарна всей команде, а в особенности  идейным создателям!",Ценность/ROI,2025,6,promoter
Система Госфинансы,2025-12-25 11:18:27,Госфинансы ,10,1,Другое,2025,12,promoter
Система Образование,2025-12-25 11:38:20,Образование ВИП,10,"полезный и доступный материал, который всегда пригодится в работе",Контент/Материалы,2025,12,promoter
А360,2025-12-25 11:54:59,Госфинансы А360 ,10,Много полезной и нужной информации,Другое,2025,12,promoter
Система Главбух,2025-12-25 12:32:35,БСС упр,8,Быстрые ответы в онлайн помощнике,Общее недовольство,2025,12,neutral
Система Завуч,2025-12-25 12:43:55,Завуч Плюс,10,ЗАМЕЧАТЕЛЬНЫЙ  РЕСУРС.,Другое,2025,12,promoter
Система Главбух,2025-12-25 12:56:40,БСС ВИП,10,функциональная система,Другое,2025,12,promoter
Система Главбух,2025-12-25 13:31:31,БСС ВИП,10,"Четко,удобно",Платформа/Удобство,2025,12,promoter
Узбекистан Система Главбух,2025-06-02 16:48:58,УЗ Главбух,10,10,Другое,2025,6,promoter
А360,2025-12-25 13:38:38,Экология А360 ,10,"есть всё, что надо!",Другое,2025,12,promoter
Система Главбух,2025-12-25 13:39:26,БСС,10,все нравится,Общее удовлетворение,2025,12,promoter
Система Главбух,2025-12-25 14:18:13,БСС ВИП,10,ок,Другое,2025,12,promoter
Система Главбух,2025-12-25 14:41:54,БСС Плюс,10,Актуальность и Оперативность,Актуальность,2025,12,promoter
Система Главный врач,2025-12-25 14:43:06,Главврач ВИП ,9,"поступающая информация своевременна, охватывает все направления деятельности , доступна",Другое,2025,12,promoter
Система Образование,2025-12-25 14:48:01,Образование Плюс,10,"актуальная информация, профессиональные комментарии, разрешение проблемных ситуаций",Актуальность,2025,12,promoter
Система Образование,2025-12-25 14:48:28,Образование ВИП,10,Очень много нужных документов быстро можно найти,Контент/Материалы,2025,12,promoter
Система Госзаказ,2025-12-25 15:08:20,Госзаказ ВИП ,10,все доступно описано,Другое,2025,12,promoter
А360,2025-12-25 15:09:34,Главврач А360 ,10,Всегда найти можно что то новое и полезное,Другое,2025,12,promoter
Система Консилиум,2025-12-25 15:29:11,Консилиум ВИП,7,Понятно доступно и по делу,Общее недовольство,2025,12,neutral
А360,2025-12-25 16:04:55,ЮСС А360,10,нравятся анонсы!  нравятся статьи ( очень полезные)! нравится  нормативная база,Контент/Материалы,2025,12,promoter
А360,2025-12-25 16:48:00,БСС А360,10,"Удобно, практично, отдельный плюс обучение!",Платформа/Удобство,2025,12,promoter
Система Госзаказ,2025-12-25 17:04:33,Госзаказ Плюс ,10,"Спасибо большое специалиста которые создают информативные статьи,  которые помогают в решении сложных задач. Благодарю!",Другое,2025,12,promoter
А360,2025-12-25 17:23:35,Консилиум А360,10,"Мне нравится, много полезной информации",Общее удовлетворение,2025,12,promoter
Система Охрана труда,2025-12-25 18:24:14,Охрана труда Плюс ,10,мяу,Другое,2025,12,promoter
Система Образование,2025-12-25 18:49:44,Образование Плюс,10,"Работаю с этой системой 2 года,всегда нахожу ответы на вопросы,которые меня интересуют.",Другое,2025,12,promoter
Система Главбух,2025-12-25 19:27:22,БСС Плюс,10,нет,Другое,2025,12,promoter
Система Главбух,2025-12-25 20:40:12,БСС,10,"Система Главбух очень удобная в работе и великолепные эксперты. Очень благодарна, Кузнецова Наталья Михайловна Главный бухгалтер ООО ""МЕДИАСЛОВО""",Поддержка/Эксперты,2025,12,promoter
Казахстан Система Госзакупки,2025-06-02 13:57:02,КЗ Госзакупки ВИП,10,10,Другое,2025,6,promoter
Система Госфинансы,2025-12-26 06:20:28,Госфинансы ,10,Очень удобно и доступна вся информация,Платформа/Удобство,2025,12,promoter
Казахстан Система Медицина,2025-06-02 13:24:34,КЗ Медицина ВИП,10,"получаю полезную информацию для себя ,для работы",Другое,2025,6,promoter
Казахстан Система Главбух,2025-06-02 13:23:49,КЗ Главбух Плюс,10,Много полезной информации,Другое,2025,6,promoter
Система Главбух,2025-12-26 08:07:43,БСС ВИП,10,Очень информативно,Другое,2025,12,promoter
Казахстан Система Образование,2025-06-02 12:56:40,КЗ Образование ВИП,10,5,Другое,2025,6,promoter
Система Госфинансы,2025-12-26 08:35:09,Госфинансы Плюс ,10,Отличная система для работы!,Общее удовлетворение,2025,12,promoter
Система Госзаказ,2025-12-26 08:37:07,Госзаказ Плюс ,10,ОТЛИЧНАЯ СИСТЕМА,Общее удовлетворение,2025,12,promoter
Узбекистан Система Главбух узб,2025-06-02 12:52:51,УЗ Главбух узб,8,5,Общее недовольство,2025,6,neutral
Система Завуч,2025-12-26 08:49:14,Завуч,10,"Актуальная информация. Можно быстро найти нужный материал. Жаль, что дорого.",Контент/Материалы,2025,12,promoter
Казахстан Система Образование,2025-06-02 12:33:39,КЗ Образование ВИП,10,10,Другое,2025,6,promoter
Узбекистан Система Главбух,2025-06-02 12:15:58,УЗ Главбух,10,"очень удобный продукт, все что надо по работе без проблем нахожу здесь",Платформа/Удобство,2025,6,promoter
Система Госфинансы,2025-12-26 09:24:37,Госфинансы ,10,Все круто,Другое,2025,12,promoter
Казахстан Система Главбух,2025-06-02 12:06:19,КЗ Главбух Плюс,10,Много очень полезного и своевременно узнаю об изменениях в Законодательстве.,Другое,2025,6,promoter
А360,2025-12-26 09:45:16,БСС А360,3,"1. Плохой поиск- все самые соответствующие вопросу ссылка в самом низу, сначала все что угодно, но не по вопросу.  2. Консультации ""экспертов"" системы (то что письменно) не проработанные, часто на сам вопрос не отвечают, дают информацию на эту тему, но не ответ на вопрос. Приходится постоянно задавать дополнительные вопросы, на которые ответ или ни о чем или отсутствует.",Поиск,2025,12,detractor
Казахстан Система Медицина,2025-06-02 11:47:48,КЗ Медицина ВИП,10,отличная платформа,Платформа/Удобство,2025,6,promoter
Система Госзаказ,2025-12-26 10:27:22,Госзаказ ВИП ,10,есть индивидуальная консультация,Другое,2025,12,promoter
Система Главбух,2025-12-26 10:44:32,БСС ВИП,10,Очень полезный сервис.,Другое,2025,12,promoter
Система Госзаказ,2025-12-26 10:48:50,Госзаказ мини ,10,Очень удобный сервис!,Платформа/Удобство,2025,12,promoter
Система Главбух,2025-12-26 10:49:38,БСС,10,Много важной информации в простом и понятном изложении.,Другое,2025,12,promoter
Казахстан Система Медицина,2025-06-02 10:56:15,КЗ Медицина ВИП,10,да,Другое,2025,6,promoter
А360,2025-12-26 11:22:43,Главмедсестра А360 ,10,10,Другое,2025,12,promoter
Казахстан Система Кадровое дело,2025-06-02 10:51:49,КЗ Кадровое дело ВИП,10,"Очень нужная и актуальная система не только для сотрудников кадров и по работе с персоналом, но и для всех, абсолютно для всех...очень удобен, имеются все ответы на все случаи, консультанты работают отлично без задержек...самое главное! с этой системой я спокойна и уверена!!!",Поддержка/Эксперты,2025,6,promoter
Система Главбух,2025-12-26 12:18:10,БСС Плюс,10,Ответ на любой вопрос можно получить быстро!,Другое,2025,12,promoter
Казахстан Система Главбух,2025-06-02 09:59:28,КЗ Главбух ВИП,10,10,Другое,2025,6,promoter
Казахстан Система Госзакупки,2025-06-02 09:55:03,КЗ Госзакупки ВИП,10,рекомендую всем,Другое,2025,6,promoter
Казахстан Система Главбух,2025-06-02 09:46:45,КЗ Главбух Плюс,10,Отлично,Общее удовлетворение,2025,6,promoter
А360,2025-12-26 15:15:53,Главмедсестра А360 ,5,"Присылаете ссылку на документ. Но проходя по ссылке выкидыет на страницу ""университет. Спрашивается зачем присылать, если не дает войти?",Контент,2025,12,detractor
Система Кадры,2025-12-26 15:27:07,КСС ВИП,10,"Быстро, актуально и удобно",Платформа/Удобство,2025,12,promoter
Система Завуч,2025-12-26 15:28:14,Завуч ВИП,10,Очень хорошая система!,Общее удовлетворение,2025,12,promoter
Система Главбух,2025-12-26 16:11:37,БСС,10,"Очень удобная, не сложная, полезная рекомендую!!!",Платформа/Удобство,2025,12,promoter
А360,2025-12-26 16:46:15,БСС А360,1,"Ответы долго жду, ответы не соответствуют запросу и часто - закону.",Общее недовольство,2025,12,detractor
Система Юрист,2025-12-26 17:39:28,ЮСС ВИП,10,Приходит очень быстро подробный качественный ответ,Другое,2025,12,promoter
Система Образование,2025-12-26 18:21:35,Образование Плюс,10,Всегда можно найти компетентный ответ,Другое,2025,12,promoter
Система Главбух,2025-12-26 18:41:32,БСС,10,Очень довольна этой системой!!!,Другое,2025,12,promoter
Узбекистан Система Главбух,2025-06-02 08:49:16,УЗ Главбух,10,10,Другое,2025,6,promoter
Казахстан Система Главбух,2025-06-02 08:46:39,КЗ Главбух ВИП,10,Система Супер!!!,Общее удовлетворение,2025,6,promoter
Система Управление МКД,2025-12-27 00:11:03,УМД ВИП,10,"Дружим много лет. Нравится всё, кроме цены )), пыжимся из последних сил...   Для ""маленьких"", на наш взгляд, можно бы предусмотреть какие-то ценовые преференции.",Общее удовлетворение,2025,12,promoter
Система Завуч,2025-12-27 06:22:45,Завуч СуперВИП,10,Очень полезная  и актуальная информация.,Актуальность,2025,12,promoter
Система Образование,2025-12-27 07:29:36,Образование ВИП,10,"Пользуюсь несколько лет, нахожу ответы на все возникающие вопросы и проблемы. Спасибо!",Другое,2025,12,promoter
Система Госфинансы,2025-12-27 08:05:23,Госфинансы ВИП ,10,все удобно,Платформа/Удобство,2025,12,promoter
Система Образование,2025-12-27 14:36:11,Образование Плюс,8,-,Общее недовольство,2025,12,neutral
Система Главбух,2025-12-27 20:53:12,БСС ВИП,10,"Система Главбух нравится. Давно пользуюсь и всем рекомендую, т.к. считаю здесь всегда более полная информация.",Общее удовлетворение,2025,12,promoter
Казахстан Система Главбух,2025-06-02 08:08:24,КЗ Главбух ВИП,10,Все доступно,Другое,2025,6,promoter
Система Консилиум,2025-12-28 05:12:12,Консилиум ВИП,10,отлично все,Общее удовлетворение,2025,12,promoter
Казахстан Система Главбух,2025-06-02 07:58:18,КЗ Главбух Плюс,10,Хочу выразить благодарность всему коллективу за слаженную работу.,Другое,2025,6,promoter
Система Охрана труда,2025-12-28 09:31:32,Охрана труда Плюс ,10,Просто и доступно,Другое,2025,12,promoter
Система Завуч,2025-12-28 16:43:11,Завуч ВИП,10,помогает и поддерживает,Другое,2025,12,promoter
Система Главбух,2025-12-28 21:44:59,БСС упр,9,"очень удобная доступная программа, все изменения в законодательстве, новые формы документов публикуются своевременно и в доступной форме. Спасибо редакции и всем сотрудникам. С новым годом Вас ,всех благ.Отдельное спасибо моему менеджеру Анастасии Лазаренко!!",Контент/Материалы,2025,12,promoter
Казахстан Система Медицина,2025-06-02 06:40:15,КЗ Медицина ВИП,9,"Во многих материалах очень старые ,утратившие силу НПА !!! Очень часто встречаются,когда ищешь различные материалы,справочники,методички и т,д и т,п!",Контент/Материалы,2025,6,promoter
Казахстан Система Охрана Труда,2025-06-02 06:37:49,КЗ Охрана труда опт,10,Очень удобно и актуально.,Платформа/Удобство,2025,6,promoter
Система Главбух,2025-12-29 03:08:37,БСС Плюс,0,Из-за всплывающих объявлений мешающих работать.,Общее недовольство,2025,12,detractor
Система Госфинансы,2025-12-29 03:27:37,Госфинансы Плюс ,10,Вы супер!!!!,Общее удовлетворение,2025,12,promoter
Система Главбух,2025-12-29 04:56:35,БСС,10,понятно все,Другое,2025,12,promoter
А360,2025-12-29 05:27:15,ЮСС А360,10,"Очень удобный сервис, я им очень часто пользуюсь в работе",Платформа/Удобство,2025,12,promoter
Система Финансовый директор,2025-12-29 06:01:14,ФСС Плюс,10,Все доступно и понятно,Другое,2025,12,promoter
Система Охрана труда,2025-12-29 06:19:52,Охрана труда Плюс ,7,мало инфо по сельскому хозяйству,Общее недовольство,2025,12,neutral
Система Образование,2025-12-29 07:09:21,Образование мини,10,Актуально. Своевременно.,Актуальность,2025,12,promoter
Система Главбух,2025-12-29 07:40:04,БСС упр,10,1,Другое,2025,12,promoter
Система Главбух,2025-12-29 07:45:31,БСС,10,Оперативно и четко предоставляют все нововведения,Другое,2025,12,promoter
Система Образование,2025-12-29 07:56:00,Образование ВИП,10,очень помогае в работе,Другое,2025,12,promoter
Система Госзаказ,2025-12-29 08:20:28,Госзаказ ,10,ок,Другое,2025,12,promoter
А360,2025-12-29 08:25:05,Образование А360,10,"Важная и полезная информация. Есть программы повышения квалификации. Получаешь ответы на спорные вопросы. Компания несет ответственность за те материалы, которые предлагает. Благодарю за хороший контент.",Контент/Материалы,2025,12,promoter
Система Главбух,2025-12-29 08:51:05,БСС,10,gjhtrjvtyle.,Другое,2025,12,promoter
Узбекистан Система Кадры,2025-05-31 10:59:10,УЗ Кадры,8,"Я оцениваю на 8  ""Систему Кадры""  и рекомендую коллегам практиковать в деле.",Общее недовольство,2025,5,neutral
Система Охрана труда,2025-12-29 08:54:58,Охрана труда ВИП ,10,"Удобно использовать в работе, много разборов изменений в нормативной документации, всегда можно задать вопрос экспертам, удобный поисковик",Контент/Материалы,2025,12,promoter
Система Госфинансы,2025-12-29 08:59:07,Госфинансы ВИП ,10,Отличная система!!! Спасибо разработчикам и всей команде!!! Процветания в Новом году!!!,Общее удовлетворение,2025,12,promoter
Система Кадры,2025-12-29 09:01:02,КСС Плюс,9,Постоянная проблема с закрывающим документами.,Контент/Материалы,2025,12,promoter
Система Завуч,2025-12-29 09:08:10,Завуч,10,Очень полезный ресурс,Другое,2025,12,promoter
Система Юрист,2025-12-29 09:12:56,ЮСС ВИП,10,Отличный сервис!,Общее удовлетворение,2025,12,promoter
Система Госфинансы,2025-12-29 09:20:24,Госфинансы Плюс ,10,"можно быстро найти ответ на вопрос по конкретной ситуации с отсылкой на нормативно-правовые акты, в соответствии с которыми нужно поступать в конкретной ситуации, а также есть шаблоны документов для бюджетного учета",Контент/Материалы,2025,12,promoter
Система Госфинансы,2025-12-29 09:21:27,Госфинансы ,10,"Удобная, достаточно нужной информации. Во всех отношениях устраивает полностью.",Платформа/Удобство,2025,12,promoter
Система Охрана труда,2025-12-29 09:42:36,Охрана труда ВИП ,10,10,Другое,2025,12,promoter
Система Образование,2025-12-29 10:05:13,Образование ВИП,10,Отличный журнал!,Общее удовлетворение,2025,12,promoter
А360,2025-12-29 10:18:28,Консилиум А360,10,Очень полезная информация,Другое,2025,12,promoter
Казахстан Система Кадровое дело,2025-05-30 15:29:36,КЗ Кадровое дело Плюс,10,При любой ситуации выручает,Ценность/ROI,2025,5,promoter
Система Образование,2025-12-29 10:25:33,Образование ВИП,10,Система - незаменимый и очень ценный помощник! С Новым годом!!!,Другое,2025,12,promoter
Система Охрана труда,2025-12-29 10:37:09,Охрана труда ВИП ,10,"Нахожу ответы на все вопросы, узнаю все изменения по ОТ",Другое,2025,12,promoter
Система Главбух,2025-12-29 10:40:31,БСС Плюс,4,информация не прочитана,Общее недовольство,2025,12,detractor
А360,2025-12-29 10:52:47,Завуч А360 учеба,10,Очень удобная система.,Платформа/Удобство,2025,12,promoter
Система Охрана труда,2025-12-29 10:57:49,Охрана труда ВИП ,10,Лучшая правовая платформа для специалистов по охране труда,Платформа/Удобство,2025,12,promoter
Система Главбух,2025-12-29 11:10:44,БСС Плюс,10,"Очень помогает в работе разбор разных бухгалтерских вопросов, ситуаций с подробным анализом, с проводками, со ссылкой на законодательные нормы. Постоянно пользуемся базой и всем бухгалтерам рекомендуем.",Ценность/ROI,2025,12,promoter
Система Главбух,2025-12-29 11:28:01,БСС упр,10,10,Другое,2025,12,promoter
Казахстан Система Главбух,2025-05-30 13:54:57,КЗ Главбух Плюс,10,"Доступно,интересно",Другое,2025,5,promoter
Узбекистан Система Главбух,2025-05-30 13:40:06,УЗ Главбух,8,Яхши,Общее недовольство,2025,5,neutral
Система Главбух,2025-12-29 11:41:51,БСС ВИП,10,10,Другое,2025,12,promoter
Узбекистан Система Главбух,2025-05-30 13:26:51,УЗ Главбух,8,8,Общее недовольство,2025,5,neutral
А360,2025-12-29 12:12:24,Сенсум А360,10,Это наша система),Другое,2025,12,promoter
Система Главбух,2025-12-29 12:13:26,БСС Плюс,10,Самая замечательная система,Другое,2025,12,promoter
Система Финансовый директор,2025-12-29 12:31:04,ФСС Плюс,10,Очень полезный ресурс,Другое,2025,12,promoter
Система Кадры,2025-12-29 12:34:18,КСС ВИП,10,Удобно! Всегда на связи! Ответы на вопросы!,Платформа/Удобство,2025,12,promoter
Система Главный врач,2025-12-29 12:50:04,Главврач ВИП ,10,"Очень полезный продукт труда многих профессионалов, облегчающий работу руководителя любой медицинской организации.",Другое,2025,12,promoter
Система Главбух,2025-12-29 12:55:02,БСС ВИП,10,"конкретно, точно, объемно на любой вопрос есть ответ...",Другое,2025,12,promoter
Система Госфинансы,2025-12-29 13:13:16,Госфинансы Плюс ,10,10,Другое,2025,12,promoter
А360,2025-12-29 13:29:26,Госфинансы А360 ,10,Превосходно разработано для визуального просмотра. Интерфейс очень удобен. В Консультант даже не захожу.,Поддержка/Эксперты,2025,12,promoter
Система Консилиум,2025-12-29 13:53:36,Консилиум ВИП,10,хорошая программа,Общее удовлетворение,2025,12,promoter
Система Завуч,2025-12-29 14:25:38,Завуч СуперВИП,10,все отлично и доступно,Общее удовлетворение,2025,12,promoter
Система Главбух,2025-12-29 14:52:54,БСС,10,Очень удобно и доступно.,Платформа/Удобство,2025,12,promoter
Система Юрист,2025-12-29 15:07:44,ЮСС ВИП,10,"Интуитивно понятно в использовании, быстрое получение обратной связи с квалифицированными ответами от онлайн помощника, актуальная нормативная база в удобном виде, обслуживание со стороны консультанта информативное, быстрое. Благодарю за сотрудничество.",Контент/Материалы,2025,12,promoter
Система Госзаказ,2025-12-29 15:11:31,Госзаказ ВИП ,10,отлично,Общее удовлетворение,2025,12,promoter
Система Госфинансы,2025-12-29 15:32:20,Госфинансы ,10,"Добрый день, очень удобная и умная программа!!!",Платформа/Удобство,2025,12,promoter
А360,2025-12-29 15:59:39,Охрана труда А360 ,10,10+,Другое,2025,12,promoter
Казахстан Система Главбух,2025-05-30 11:02:37,КЗ Главбух Плюс,10,все темы актуальны,Актуальность,2025,5,promoter
Система Юрист,2025-12-29 16:07:47,ЮСС Плюс,10,10,Другое,2025,12,promoter
Система Госфинансы,2025-12-29 16:40:12,Госфинансы Плюс ,10,10,Другое,2025,12,promoter
А360,2025-12-29 16:57:15,КСС А360,10,"Ответы на вопросы получаю оперативно и конструктивно, со ссылками на нормативные акты",Другое,2025,12,promoter
Система Госфинансы,2025-12-29 18:32:14,Госфинансы ,10,"доступно найти любую информацию, мобильность,",Другое,2025,12,promoter
Система Главбух,2025-12-29 20:08:18,БСС ВИП,10,*,Другое,2025,12,promoter
Система Госфинансы,2025-12-29 21:10:51,Госфинансы Плюс ,10,"Много лет пользуюсь этой системой. Лучше пока не нашла. Для бюджетников система максимально удобная, наполнение прекрасное, есть ответы на практически любой вопрос. Огромный плюс, что есть обучение с получением сертификатов.",Платформа/Удобство,2025,12,promoter
А360,2025-12-30 04:48:13,Охрана труда А360 ,10,т,Другое,2025,12,promoter
Система Кадры,2025-12-30 05:15:42,КСС Плюс,10,"Система кадры очень хорошая, понятная. Всегда нахожу нужную информацию! Регулярное обновление правовой баз дает возможность быстро принимать нужные решения. В спорных ситуациях, когда нужна быстрая консультация всегда на помощь приходит онлайн-помощник.",Поддержка/Эксперты,2025,12,promoter
А360,2025-12-30 05:34:33,Охрана труда А360 ,10,"Отвечает всем требованиям, всегда можно почитать, что нового в охране труда",Другое,2025,12,promoter
Казахстан Система Главбух,2025-05-30 10:10:46,КЗ Главбух ВИП,9,Нравится.,Общее удовлетворение,2025,5,promoter
А360,2025-12-30 06:44:33,Охрана труда А360 ,10,"Актион - всегда впереди. Интересные статьи, свежий взгляд, всегда проактивные. Браво.",Актуальность,2025,12,promoter
Система Госфинансы,2025-12-30 07:38:20,Госфинансы ВИП ,10,Удобно пользоваться,Платформа/Удобство,2025,12,promoter
Система Финансовый директор,2025-12-30 07:39:32,ФСС,10,Замечательно,Другое,2025,12,promoter
А360,2025-12-30 07:42:40,Охрана труда А360 ,10,"всегда в помощь, спасибо",Поддержка/Эксперты,2025,12,promoter
Система Охрана труда,2025-12-30 08:17:14,Охрана труда ВИП ,10,"Я пользуюсь несколько лет, первый помощник в работе, ответы на все вопросы, вплоть до решений!",Другое,2025,12,promoter
Система Образование,2025-12-30 08:33:02,Образование ВИП,10,"Спасибо большое, благодаря Вам, мы экономим свое время .",Другое,2025,12,promoter
А360,2025-12-30 08:49:47,ЮСС А360,8,Порекомендую как дополнительную справочно-правовую систему.,Общее недовольство,2025,12,neutral
Система Госфинансы,2025-12-30 09:13:15,Госфинансы Плюс ,10,Все можно найти,Другое,2025,12,promoter
Система Главный врач,2025-12-30 09:41:45,Главврач ВИП ,10,"Отличная программа для медицинских работников, для руководителей медучреждений различного звена.",Общее удовлетворение,2025,12,promoter
Система Образование,2025-12-30 09:52:30,Образование Плюс,5,очень полезный сайт,Общее недовольство,2025,12,detractor
Система Главбух,2025-12-30 09:55:53,БСС Плюс,10,"много интересного и актуального материала, понятная подача информации",Контент/Материалы,2025,12,promoter
Узбекистан Система Кадры,2025-05-30 09:02:01,УЗ Кадры Плюс,10,10,Другое,2025,5,promoter
Узбекистан Система Главбух,2025-05-30 09:00:05,УЗ Главбух,10,"программа удобна в использовании, доступ ко всем законодательным актам, подробное объяснение со стороны приглашенных специалистов.",Платформа/Удобство,2025,5,promoter
Система Образование,2025-12-30 10:24:16,Образование ВИП,10,Огромная помощь для нашей работы!!! Спасибо!,Поддержка/Эксперты,2025,12,promoter
Узбекистан Система Главбух,2025-05-30 08:50:06,УЗ Главбух,10,всё ок; всё отлично,Общее удовлетворение,2025,5,promoter
Казахстан Система Образование,2025-05-30 08:37:06,КЗ Образование ВИП,10,10,Другое,2025,5,promoter
Система Госфинансы,2025-12-30 10:47:47,Госфинансы ВИП ,10,Оперативная работа. Спасибо!,Другое,2025,12,promoter
Система Методист детского сада,2025-12-30 10:48:55,Методист СуперВИП ,10,Отличная система! Большой объем нужной информации,Общее удовлетворение,2025,12,promoter
Казахстан Система Охрана Труда,2025-05-30 08:17:49,КЗ Охрана труда опт,10,10,Другое,2025,5,promoter
Система Охрана труда,2025-12-30 11:31:19,Охрана труда ВИП ,8,Мало информации и образцов документов по ГО и ЧС,Контент,2025,12,neutral
Система Завуч,2025-12-30 11:48:19,Завуч СуперВИП,10,Есть все важные приказы. Много полезной информации  для начинающих руководителей.,Другое,2025,12,promoter
Казахстан Система Кадровое дело,2025-05-30 07:44:29,КЗ Кадровое дело Плюс,10,10,Другое,2025,5,promoter
Система Охрана труда,2025-12-30 12:26:12,Охрана труда ВИП ,10,Замечательный,Другое,2025,12,promoter
Система Методист детского сада,2025-12-30 12:41:52,Методист СуперВИП ,10,все на высоте,Другое,2025,12,promoter
А360,2025-12-30 12:58:21,ФСС А360,8,"Информация актуальна, регулярно обновляется, подготавливается на высоком профессиональном уровне.",Общее недовольство,2025,12,neutral
Система Охрана труда,2025-12-30 14:24:10,Охрана труда Плюс ,9,Очень качественный продукт. Пользуюсь не первый год. Будет особенно полезна начинающим специалистам по ОТ.,Другое,2025,12,promoter
Казахстан Система Госзакупки,2025-05-30 06:52:10,КЗ Госзакупки ВИП,10,"Достаточное количество информации по гос закупкам, быстрая обратная связь, качественные ответы по правовым вопросам",Другое,2025,5,promoter
Казахстан Система Кадровое дело,2025-05-30 06:35:44,КЗ Кадровое дело ВИП,10,Актуалис - самый очень отличный помощник в работе,Общее удовлетворение,2025,5,promoter
Система Госзаказ,2025-12-30 15:16:13,Госзаказ Плюс ,10,практично,Другое,2025,12,promoter
Узбекистан Система Кадры,2025-05-30 06:15:04,УЗ Кадры,10,"Всегда имеет актуальную информацию, удобно в использование, материал на двух языках.",Контент/Материалы,2025,5,promoter
А360,2025-12-30 17:06:37,Охрана труда А360 ,10,"Все четко, ясно, удобно, хлорошая ОС.",Платформа/Удобство,2025,12,promoter
Система Финансовый директор,2025-12-30 19:55:42,ФСС,7,В системе плохо адаптированы мобильный и планшетный интерфейсы Даже текущее голосование выполнить не получается,Платформа,2025,12,neutral
Система Охрана труда,2026-01-01 09:17:13,Охрана труда ,10,Очень удобно работать,Платформа/Удобство,2026,1,promoter
А360,2026-01-01 09:25:19,Промбез А360 ,10,"Информативно, удобно, все программы качественно представлены и в полном объеме.",Платформа/Удобство,2026,1,promoter
Система Экономика ЛПУ,2026-01-01 16:38:40,ЭЛПУ ВИП,10,"Всегда точная, подробная, своевременная информация!!!!",Другое,2026,1,promoter
Система Юрист,2026-01-02 05:29:10,ЮСС Плюс,10,Супер,Общее удовлетворение,2026,1,promoter
Система Главная медсестра,2026-01-02 07:18:57,Главмедсестра ВИП ,10,"Добрый день, Система ГМ устраивает наличием информации, обновлениями документов, доступностью. Найти можно ВСЕ!",Контент/Материалы,2026,1,promoter
Система Госзаказ,2026-01-02 13:30:00,Госзаказ Плюс ,10,отлично,Общее удовлетворение,2026,1,promoter
Система Методист детского сада,2026-01-02 13:44:25,Методист ВИП ,10,10,Другое,2026,1,promoter
А360,2026-01-02 17:33:01,КСС А360,10,Точно порекомендую,Другое,2026,1,promoter
Система Образование,2026-01-02 17:37:50,Образование ВИП,10,"Информация доступна,повышает эффективность работы!",Другое,2026,1,promoter
Система Госзаказ,2026-01-03 06:24:02,Госзаказ ВИП ,10,"своевременность, доступность в любое время суток, актуальность с точными  и объемными выводами  на основании законов!",Актуальность,2026,1,promoter
Система Кадры,2026-01-03 07:37:16,КСС ВИП,3,"Нет примеров для рассмотрения нестандартных вопросов, например для угольщиков",Общее недовольство,2026,1,detractor
Система Консилиум,2026-01-03 10:40:50,Консилиум ВИП,10,невероятно удобно!,Платформа/Удобство,2026,1,promoter
Казахстан Система Главбух,2025-05-29 15:44:05,КЗ Главбух Плюс,2,многие ответы не корректны,Общее недовольство,2025,5,detractor
Система Главбух,2026-01-03 16:11:51,БСС упр,10,Есть отличная поддержка экспертная с быстрой подачей материала.,Контент/Материалы,2026,1,promoter
Система Госзаказ,2026-01-04 00:17:18,Госзаказ Плюс ,10,"Лучшая база, лучшие специалисты, неоднократно помогали принять сложные решения по 44-фз",Контент/Материалы,2026,1,promoter
Система Завуч,2026-01-04 06:32:11,Завуч,10,-,Другое,2026,1,promoter
Система Главбух,2026-01-04 08:37:11,БСС ВИП,10,"Спасибо огромное за ваш труд, самая лучшая справочная система",Другое,2026,1,promoter
Система Госфинансы,2026-01-04 12:51:12,Госфинансы Плюс ,10,все ок,Другое,2026,1,promoter
А360,2026-01-04 12:52:24,ЮСС А360,9,"Информативно, удобно в применении, многосторонне, тесная связь с практикой.",Платформа/Удобство,2026,1,promoter
Система Главбух,2026-01-04 14:13:58,БСС упр,10,"Очень полезная , доступная систем",Другое,2026,1,promoter
Система Образование,2026-01-04 14:23:20,Образование ВИП,10,"Очень сильно помогает в работе , особенно при разработке новых локальных актов",Ценность/ROI,2026,1,promoter
Система Госфинансы,2026-01-04 15:14:40,Госфинансы ВИП ,10,10,Другое,2026,1,promoter
Система Главбух,2026-01-05 01:59:10,БСС ВИП,9,+,Другое,2026,1,promoter
